,0,1,2,3
31,"['ensg00000075624', 'ensg00000143149', 'ensg00000163681', 'ensg00000187678', 'ensg00000162734', 'ensg00000049323', 'ensg00000047849', 'ensg00000034510', 'ensg00000145817', 'ensg00000133657']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.02402, 0.1119, 0.1119, 0.1119, 0.1119, 0.1119, 0.1119, 0.1119, 0.1119]","[0, 0.04343, 0.04621, 0.06175, 0.2032, 0.2073, 0.2727, 0.307, 0.323, 0.3536, 0.3875, 0.3875, 0.3875, 0.3875, 0.3875, 0.3875, 0.3875, 0.3875]","[0, 0.01794, 0.02212, 0.04022, 0.0526, 0.2014, 0.4414, 0.493, 0.688, 0.6741, 0.7531, 0.7531, 0.7531, 0.7531, 0.7531, 0.7531, 0.7531, 0.7531]"
32,"['ensg00000124831', 'ensg00000162433', 'ensg00000113657', 'ensg00000135074', 'ensg00000034510', 'ensg00000047849', 'ensg00000106631', 'ensg00000128595', 'ensg00000115758', 'ensg00000145730']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0134, 0.09373, 0.09373, 0.09373, 0.09373, 0.09373, 0.09373, 0.09373, 0.09373]","[0, 0.1507, 0.2098, 0.2059, 0.2108, 0.217, 0.2247, 0.2491, 0.2847, 0.3178, 0.3605, 0.3605, 0.3605, 0.3605, 0.3605, 0.3605, 0.3605, 0.3605]","[0, 0.08043, 0.09473, 0.5291, 0.5134, 0.5006, 0.488, 0.5195, 0.5965, 0.6414, 0.6534, 0.6534, 0.6534, 0.6534, 0.6534, 0.6534, 0.6534, 0.6534]"
33,"['ensg00000162734', 'ensg00000196352', 'ensg00000197965', 'ensg00000155380', 'ensg00000138448', 'ensg00000128591', 'ensg00000083444', 'ensg00000151414', 'ensg00000058262', 'ensg00000117450']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.02924, 0.02924, 0.02924, 0.02924, 0.02924, 0.02924, 0.02924, 0.02924]","[0, 0.175, 0.1762, 0.1745, 0.1787, 0.2445, 0.2715, 0.3189, 0.3499, 0.367, 0.3877, 0.3877, 0.3877, 0.3877, 0.3877, 0.3877, 0.3877, 0.3877]","[0, 0.1295, 0.1269, 0.1515, 0.3347, 0.3836, 0.3872, 0.3913, 0.4056, 0.4203, 0.4387, 0.4387, 0.4387, 0.4387, 0.4387, 0.4387, 0.4387, 0.4387]"
34,"['ensg00000128595', 'ensg00000152127', 'ensg00000162734', 'ensg00000151729', 'ensg00000143799', 'ensg00000116260', 'ensg00000047849', 'vardur (ms)', 'ensg00000213626', 'ensg00000063660']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.051, 0.1435, 0.1435, 0.1435, 0.1435, 0.1435, 0.1435, 0.1435, 0.1435]","[0, 0.1944, 0.2361, 0.2405, 0.2718, 0.2938, 0.2991, 0.3047, 0.3271, 0.3439, 0.371, 0.371, 0.371, 0.371, 0.371, 0.371, 0.371, 0.371]","[0, 0.1645, 0.1653, 0.2562, 0.3475, 0.7445, 0.7302, 0.7124, 0.6973, 0.9205, 0.9224, 0.9224, 0.9224, 0.9224, 0.9224, 0.9224, 0.9224, 0.9224]"
35,"['ensg00000117394', 'ensg00000204525', 'ensg00000135074', 'ensg00000135631', 'ensg00000151729', 'ensg00000106631', 'ensg00000114480', 'ensg00000196352', 'ensg00000063660', 'ensg00000122786']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.04447, 0.04447, 0.04447, 0.04447, 0.04447, 0.04447, 0.04447, 0.04447]","[0, 0.2469, 0.2405, 0.2352, 0.2435, 0.2477, 0.2647, 0.2793, 0.3033, 0.3304, 0.3563, 0.3563, 0.3563, 0.3563, 0.3563, 0.3563, 0.3563, 0.3563]","[0, 0.3039, 0.3244, 0.338, 0.3293, 0.3246, 0.3351, 0.3374, 0.3699, 0.4353, 0.4635, 0.4635, 0.4635, 0.4635, 0.4635, 0.4635, 0.4635, 0.4635]"
36,"['ensg00000143149', 'ensg00000132780', 'ensg00000213190', 'ensg00000115091', 'ensg00000120708', 'ensg00000124831', 'ensg00000143198', 'ensg00000112715', 'ensg00000196569', 'ensg00000164305']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.02601, 0.1018, 0.1018, 0.1018, 0.1018, 0.1018, 0.1018, 0.1018, 0.1018]","[0, 0.1485, 0.1502, 0.1847, 0.2474, 0.2593, 0.2631, 0.2933, 0.3167, 0.339, 0.3695, 0.3695, 0.3695, 0.3695, 0.3695, 0.3695, 0.3695, 0.3695]","[0, 0.03469, 0.04448, 0.2184, 0.7003, 0.6992, 0.7994, 0.8612, 0.8907, 0.8771, 0.8744, 0.8744, 0.8744, 0.8744, 0.8744, 0.8744, 0.8744, 0.8744]"
37,"['ensg00000117298', 'ensg00000170876', 'ensg00000075426', 'ensg00000058668', 'ensg00000114850', 'ensg00000152127', 'ensg00000105974', 'ensg00000074800', 'ensg00000124831', 'ensg00000142669']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.002974, 0.002974, 0.002974, 0.002974, 0.002974, 0.002974, 0.002974, 0.002974]","[0, 0.08242, 0.08252, 0.1941, 0.2161, 0.2419, 0.2481, 0.2585, 0.2825, 0.3119, 0.3424, 0.3424, 0.3424, 0.3424, 0.3424, 0.3424, 0.3424, 0.3424]","[0, 0.0547, 0.08398, 0.2456, 0.2534, 0.2617, 0.3293, 0.3388, 0.3881, 0.4035, 0.4229, 0.4229, 0.4229, 0.4229, 0.4229, 0.4229, 0.4229, 0.4229]"
38,"['ensg00000196083', 'ensg00000162734', 'ensg00000143198', 'ensg00000159840', 'ensg00000058262', 'ensg00000083444', 'ensg00000113742', 'ensg00000072682', 'ensg00000115091', 'ensg00000075426']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.05442, 0.1306, 0.1306, 0.1306, 0.1306, 0.1306, 0.1306, 0.1306, 0.1306]","[0, 0.1482, 0.1842, 0.182, 0.1856, 0.1981, 0.2267, 0.2402, 0.2638, 0.3041, 0.3367, 0.3367, 0.3367, 0.3367, 0.3367, 0.3367, 0.3367, 0.3367]","[0, 0.128, 0.1422, 0.146, 0.2198, 0.4052, 0.5159, 0.5046, 0.6181, 0.6056, 0.6125, 0.6125, 0.6125, 0.6125, 0.6125, 0.6125, 0.6125, 0.6125]"
39,"['ensg00000117450', 'ensg00000143384', 'ensg00000198830', 'ensg00000112715', 'ensg00000034510', 'ensg00000117385', 'ensg00000151414', 'ensg00000114850', 'ensg00000169756', 'ensg00000075426']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.05867, 0.1822, 0.1822, 0.1822, 0.1822, 0.1822, 0.1822, 0.1822, 0.1822]","[0, 0.169, 0.1943, 0.2171, 0.2195, 0.2369, 0.2478, 0.2583, 0.2924, 0.3135, 0.3579, 0.3579, 0.3579, 0.3579, 0.3579, 0.3579, 0.3579, 0.3579]","[0, 0.1513, 0.1612, 0.1762, 0.3539, 0.443, 0.56, 0.5496, 0.5955, 0.7347, 0.7224, 0.7224, 0.7224, 0.7224, 0.7224, 0.7224, 0.7224, 0.7224]"
40,"['ensg00000138829', 'ensg00000131016', 'ensg00000105835', 'ensg00000143384', 'ensg00000106631', 'ensg00000122786', 'ensg00000049323', 'ensg00000162734', 'ensg00000113742', 'ensg00000094975']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0251, 0.1067, 0.1067, 0.1067, 0.1067, 0.1067, 0.1067, 0.1067, 0.1067]","[0, 0.1949, 0.2173, 0.2361, 0.2418, 0.2448, 0.2501, 0.2701, 0.3007, 0.3262, 0.3585, 0.3585, 0.3585, 0.3585, 0.3585, 0.3585, 0.3585, 0.3585]","[0, 0.0895, 0.1594, 0.264, 0.2597, 0.2758, 0.2934, 0.4582, 0.7578, 0.7495, 0.7316, 0.7316, 0.7316, 0.7316, 0.7316, 0.7316, 0.7316, 0.7316]"
41,"['ensg00000106631', 'ensg00000047849', 'ensg00000162734', 'ensg00000131711', 'ensg00000105974', 'ensg00000038382', 'ensg00000163171', 'ensg00000143198', 'ensg00000164305', 'ensg00000176087']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.02399, 0.1291, 0.1291, 0.1291, 0.1291, 0.1291, 0.1291, 0.1291, 0.1291]","[0, 0.01112, 0.0446, 0.2216, 0.2454, 0.2482, 0.2713, 0.3133, 0.3274, 0.3571, 0.3805, 0.3805, 0.3805, 0.3805, 0.3805, 0.3805, 0.3805, 0.3805]","[0, 0.01104, 0.1461, 0.2069, 0.2297, 0.2353, 0.5132, 0.5298, 0.5208, 0.5671, 0.7866, 0.7866, 0.7866, 0.7866, 0.7866, 0.7866, 0.7866, 0.7866]"
42,"['ensg00000130508', 'ensg00000169756', 'ensg00000049323', 'ensg00000155380', 'ensg00000138760', 'ensg00000038382', 'ensg00000197965', 'ensg00000112186', 'ensg00000163681', 'ensg00000144357']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.04121, 0.04121, 0.04121, 0.04121, 0.04121, 0.04121, 0.04121, 0.04121]","[0, 0.07265, 0.08682, 0.1572, 0.1938, 0.1993, 0.252, 0.2634, 0.28, 0.3072, 0.3452, 0.3452, 0.3452, 0.3452, 0.3452, 0.3452, 0.3452, 0.3452]","[0, 0.07274, 0.1271, 0.1837, 0.2076, 0.2276, 0.6593, 0.6969, 0.8054, 0.8157, 0.8524, 0.8524, 0.8524, 0.8524, 0.8524, 0.8524, 0.8524, 0.8524]"
43,"['ensg00000124831', 'ensg00000094975', 'ensg00000106631', 'ensg00000058262', 'ensg00000112186', 'ensg00000138448', 'ensg00000234745', 'ensg00000075426', 'ensg00000213719', 'ensg00000132780']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.01913, 0.09926, 0.09926, 0.09926, 0.09926, 0.09926, 0.09926, 0.09926, 0.09926]","[0, 0.1018, 0.1905, 0.1965, 0.2086, 0.2145, 0.2612, 0.2763, 0.2939, 0.3147, 0.3427, 0.3427, 0.3427, 0.3427, 0.3427, 0.3427, 0.3427, 0.3427]","[0, 0.06162, 0.07501, 0.1258, 0.4767, 0.5431, 0.7155, 0.7035, 0.739, 0.7804, 0.7973, 0.7973, 0.7973, 0.7973, 0.7973, 0.7973, 0.7973, 0.7973]"
44,"['ensg00000143384', 'ensg00000137267', 'ensg00000034510', 'ensg00000234745', 'ensg00000134250', 'ensg00000196083', 'ensg00000188157', 'ensg00000115091', 'ensg00000146112', 'ensg00000113648']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1279, 0.1279, 0.1279, 0.1279, 0.1279, 0.1279, 0.1279, 0.1279]","[0, 0.04328, 0.06126, 0.1856, 0.2349, 0.2361, 0.2419, 0.2591, 0.278, 0.3024, 0.3393, 0.3393, 0.3393, 0.3393, 0.3393, 0.3393, 0.3393, 0.3393]","[0, 0.002244, 0.0169, 0.07867, 0.4502, 0.5138, 0.8136, 0.8077, 0.8413, 0.8211, 0.8949, 0.8949, 0.8949, 0.8949, 0.8949, 0.8949, 0.8949, 0.8949]"
45,"['ensg00000061938', 'ensg00000137267', 'ensg00000115758', 'ensg00000092820', 'ensg00000132780', 'ensg00000075426', 'ensg00000112186', 'ensg00000122786', 'ensg00000213190', 'ensg00000116133']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0004295, 0.0839, 0.0839, 0.0839, 0.0839, 0.0839, 0.0839, 0.0839, 0.0839]","[0, 0.2074, 0.2116, 0.2144, 0.2199, 0.2225, 0.2595, 0.2703, 0.2943, 0.3164, 0.3441, 0.3441, 0.3441, 0.3441, 0.3441, 0.3441, 0.3441, 0.3441]","[0, 0.2168, 0.2109, 0.5437, 0.5271, 0.5118, 0.5799, 0.565, 0.7041, 0.8309, 0.8447, 0.8447, 0.8447, 0.8447, 0.8447, 0.8447, 0.8447, 0.8447]"
46,"['ensg00000164305', 'ensg00000117450', 'ensg00000168374', 'ensg00000198830', 'ensg00000162909', 'ensg00000213626', 'ensg00000092820', 'ensg00000106366', 'ensg00000120708', 'ensg00000117298']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.02827, 0.1252, 0.1252, 0.1252, 0.1252, 0.1252, 0.1252, 0.1252, 0.1252]","[0, 0.06662, 0.08155, 0.1818, 0.1848, 0.2466, 0.2517, 0.2677, 0.2847, 0.3097, 0.3394, 0.3394, 0.3394, 0.3394, 0.3394, 0.3394, 0.3394, 0.3394]","[0, 0.0359, 0.0388, 0.1536, 0.1762, 0.2558, 0.262, 0.5378, 0.5281, 0.5315, 0.5936, 0.5936, 0.5936, 0.5936, 0.5936, 0.5936, 0.5936, 0.5936]"
47,"['ensg00000143799', 'ensg00000143384', 'ensg00000151729', 'ensg00000213626', 'ensg00000131236', 'ensg00000106211', 'ensg00000131016', 'ensg00000143324', 'ensg00000063660', 'ensg00000204525']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.08048, 0.08048, 0.08048, 0.08048, 0.08048, 0.08048, 0.08048, 0.08048]","[0, 0.007311, 0.02909, 0.03676, 0.2096, 0.2553, 0.2631, 0.2835, 0.3015, 0.3248, 0.3516, 0.3516, 0.3516, 0.3516, 0.3516, 0.3516, 0.3516, 0.3516]","[0, 0.2107, 0.2547, 0.4241, 0.6528, 0.8526, 0.9116, 0.8964, 0.8833, 0.8644, 0.8499, 0.8499, 0.8499, 0.8499, 0.8499, 0.8499, 0.8499, 0.8499]"
48,"['ensg00000145730', 'ensg00000169756', 'ensg00000213719', 'ensg00000204525', 'ensg00000131016', 'ensg00000132780', 'ensg00000058668', 'ensg00000143384', 'ensg00000213626', 'ensg00000134250']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.08989, 0.1544, 0.1544, 0.1544, 0.1544, 0.1544, 0.1544, 0.1544, 0.1544]","[0, 0.002175, 0.06987, 0.09684, 0.1038, 0.2563, 0.27, 0.2797, 0.3308, 0.4142, 0.4323, 0.4323, 0.4323, 0.4323, 0.4323, 0.4323, 0.4323, 0.4323]","[0, 0.196, 0.2256, 0.2343, 0.2326, 0.4505, 0.6332, 0.6183, 0.6177, 0.6296, 0.6349, 0.6349, 0.6349, 0.6349, 0.6349, 0.6349, 0.6349, 0.6349]"
49,"['ensg00000038382', 'ensg00000164442', 'ensg00000152127', 'ensg00000138829', 'ensg00000117298', 'ensg00000145817', 'ensg00000058668', 'ensg00000131711', 'ensg00000143198', 'ensg00000069275']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.03162, 0.1325, 0.1325, 0.1325, 0.1325, 0.1325, 0.1325, 0.1325, 0.1325]","[0, 0.1669, 0.2258, 0.2371, 0.2345, 0.2436, 0.2509, 0.2746, 0.2901, 0.3111, 0.3444, 0.3444, 0.3444, 0.3444, 0.3444, 0.3444, 0.3444, 0.3444]","[0, 0.0208, 0.264, 0.339, 0.3376, 0.3564, 0.383, 0.4306, 0.4302, 0.9637, 0.9545, 0.9545, 0.9545, 0.9545, 0.9545, 0.9545, 0.9545, 0.9545]"
50,"['ensg00000198830', 'ensg00000092820', 'ensg00000106211', 'ensg00000115414', 'ensg00000152127', 'ensg00000071127', 'ensg00000112715', 'ensg00000134250', 'ensg00000105971', 'ensg00000063660']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.01889, 0.01889, 0.01889, 0.01889, 0.01889, 0.01889, 0.01889, 0.01889]","[0, 0.0221, 0.04443, 0.1427, 0.2385, 0.249, 0.2938, 0.2998, 0.3241, 0.3412, 0.3728, 0.3728, 0.3728, 0.3728, 0.3728, 0.3728, 0.3728, 0.3728]","[0, 0.03591, 0.07748, 0.09581, 0.1811, 0.1877, 0.2717, 0.3528, 0.3598, 0.3775, 0.4818, 0.4818, 0.4818, 0.4818, 0.4818, 0.4818, 0.4818, 0.4818]"
51,"['ensg00000114850', 'ensg00000168374', 'ensg00000162909', 'ensg00000137267', 'ensg00000105835', 'ensg00000188157', 'ensg00000117450', 'ensg00000143799', 'ensg00000094975', 'ensg00000143198']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.02445, 0.1062, 0.1062, 0.1062, 0.1062, 0.1062, 0.1062, 0.1062, 0.1062]","[0, 0.06259, 0.07035, 0.07704, 0.1992, 0.2093, 0.2212, 0.2847, 0.3097, 0.3321, 0.3905, 0.3905, 0.3905, 0.3905, 0.3905, 0.3905, 0.3905, 0.3905]","[0, 0.02136, 0.1028, 0.2765, 0.3877, 0.3861, 0.6296, 0.7484, 0.7696, 0.807, 0.8634, 0.8634, 0.8634, 0.8634, 0.8634, 0.8634, 0.8634, 0.8634]"
52,"['ensg00000114480', 'ensg00000143324', 'ensg00000138829', 'ensg00000113648', 'ensg00000196569', 'ensg00000155366', 'ensg00000134250', 'ensg00000055208', 'ensg00000114850', 'ensg00000071127']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.127, 0.127, 0.127, 0.127, 0.127, 0.127, 0.127, 0.127]","[0, 0.007827, 0.08856, 0.1042, 0.1994, 0.2138, 0.2361, 0.2483, 0.2708, 0.3092, 0.3397, 0.3397, 0.3397, 0.3397, 0.3397, 0.3397, 0.3397, 0.3397]","[0, 0.06486, 0.07499, 0.1119, 0.3949, 0.3869, 0.3944, 0.3928, 0.3956, 0.4607, 0.8034, 0.8034, 0.8034, 0.8034, 0.8034, 0.8034, 0.8034, 0.8034]"
53,"['ensg00000145817', 'ensg00000197965', 'ensg00000152127', 'ensg00000138448', 'ensg00000074800', 'ensg00000135631', 'ensg00000168374', 'ensg00000138760', 'vardur (ms)', 'ensg00000146112']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.07436, 0.1437, 0.1437, 0.1437, 0.1437, 0.1437, 0.1437, 0.1437, 0.1437]","[0, 0.09359, 0.1005, 0.1886, 0.2371, 0.239, 0.2444, 0.2614, 0.2781, 0.3137, 0.345, 0.345, 0.345, 0.345, 0.345, 0.345, 0.345, 0.345]","[0, 0.1655, 0.1896, 0.1889, 0.2165, 0.4135, 0.4149, 0.7142, 0.7006, 0.6832, 0.7155, 0.7155, 0.7155, 0.7155, 0.7155, 0.7155, 0.7155, 0.7155]"
54,"['ensg00000071127', 'ensg00000132780', 'ensg00000137177', 'ensg00000124831', 'ensg00000170876', 'ensg00000061938', 'ensg00000145730', 'ensg00000168374', 'ensg00000144357', 'ensg00000113657']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.05538, 0.1258, 0.1258, 0.1258, 0.1258, 0.1258, 0.1258, 0.1258, 0.1258]","[0, 0.001907, 0.2514, 0.2519, 0.2575, 0.2731, 0.2767, 0.2844, 0.3012, 0.3213, 0.3483, 0.3483, 0.3483, 0.3483, 0.3483, 0.3483, 0.3483, 0.3483]","[0, 0.001749, 0.1032, 0.1212, 0.1618, 0.2868, 0.2925, 0.5931, 0.7026, 0.69, 0.679, 0.679, 0.679, 0.679, 0.679, 0.679, 0.679, 0.679]"
55,"['ensg00000116133', 'ensg00000113742', 'ensg00000114850', 'ensg00000115762', 'ensg00000143198', 'ensg00000213719', 'ensg00000170876', 'ensg00000094975', 'ensg00000177606', 'ensg00000213190']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.01239, 0.01239, 0.01239, 0.01239, 0.01239, 0.01239, 0.01239, 0.01239]","[0, 0.1662, 0.1699, 0.1743, 0.1808, 0.2381, 0.2551, 0.2671, 0.2826, 0.3064, 0.3361, 0.3361, 0.3361, 0.3361, 0.3361, 0.3361, 0.3361, 0.3361]","[0, 0.1262, 0.2366, 0.3402, 0.3931, 0.3921, 0.6296, 0.6458, 0.7548, 0.7514, 0.7332, 0.7332, 0.7332, 0.7332, 0.7332, 0.7332, 0.7332, 0.7332]"
56,"['ensg00000162909', 'ensg00000105971', 'ensg00000131016', 'ensg00000128595', 'ensg00000145730', 'ensg00000114480', 'ensg00000055208', 'ensg00000144357', 'ensg00000106631', 'ensg00000114850']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.05132, 0.1467, 0.1467, 0.1467, 0.1467, 0.1467, 0.1467, 0.1467, 0.1467]","[0, 0.02746, 0.2031, 0.1993, 0.2153, 0.2323, 0.2529, 0.2664, 0.3154, 0.3352, 0.3603, 0.3603, 0.3603, 0.3603, 0.3603, 0.3603, 0.3603, 0.3603]","[0, 0.1266, 0.2917, 0.4445, 0.4618, 0.6183, 0.6352, 0.8509, 0.8715, 0.8577, 0.9084, 0.9084, 0.9084, 0.9084, 0.9084, 0.9084, 0.9084, 0.9084]"
57,"['ensg00000105835', 'ensg00000106397', 'ensg00000164292', 'ensg00000094975', 'ensg00000128595', 'ensg00000134250', 'ensg00000049323', 'ensg00000151414', 'ensg00000038382', 'ensg00000112186']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1061, 0.1061, 0.1061, 0.1061, 0.1061, 0.1061, 0.1061, 0.1061]","[0, 0.02746, 0.06322, 0.2404, 0.2375, 0.2395, 0.2597, 0.2786, 0.3128, 0.3308, 0.3668, 0.3668, 0.3668, 0.3668, 0.3668, 0.3668, 0.3668, 0.3668]","[0, 0.1266, 0.151, 0.3226, 0.3158, 0.3115, 0.6151, 0.6424, 0.8363, 0.8377, 0.8196, 0.8196, 0.8196, 0.8196, 0.8196, 0.8196, 0.8196, 0.8196]"
58,"['ensg00000196352', 'ensg00000154553', 'ensg00000176087', 'ensg00000143149', 'ensg00000075426', 'ensg00000112186', 'ensg00000074800', 'ensg00000116133', 'ensg00000034510', 'ensg00000069275']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.05931, 0.1306, 0.1306, 0.1306, 0.1306, 0.1306, 0.1306, 0.1306, 0.1306]","[0, 0.0221, 0.1212, 0.1785, 0.1895, 0.2896, 0.2947, 0.3006, 0.3192, 0.3364, 0.3643, 0.3643, 0.3643, 0.3643, 0.3643, 0.3643, 0.3643, 0.3643]","[0, 0.03591, 0.04278, 0.1297, 0.1598, 0.229, 0.2578, 0.2917, 0.3759, 0.9049, 0.9557, 0.9557, 0.9557, 0.9557, 0.9557, 0.9557, 0.9557, 0.9557]"
59,"['ensg00000144357', 'ensg00000055208', 'ensg00000188157', 'ensg00000094975', 'ensg00000234745', 'ensg00000049323', 'ensg00000152127', 'ensg00000204525', 'ensg00000106211', 'ensg00000063660']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0.2265, 0.2369, 0.2386, 0.2375, 0.2414, 0.2476, 0.259, 0.2891, 0.329, 0.3591, 0.3591, 0.3591, 0.3591, 0.3591, 0.3591, 0.3591, 0.3591]","[0, 0.1862, 0.1973, 0.2091, 0.2103, 0.2134, 0.2253, 0.2521, 0.2849, 0.312, 0.4235, 0.4235, 0.4235, 0.4235, 0.4235, 0.4235, 0.4235, 0.4235]"
60,"['vardur (ms)', 'ensg00000196352', 'ensg00000145817', 'ensg00000146112', 'ensg00000106631', 'ensg00000151729', 'ensg00000113742', 'ensg00000069275', 'ensg00000143324', 'ensg00000169756']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.008445, 0.08937, 0.08937, 0.08937, 0.08937, 0.08937, 0.08937, 0.08937, 0.08937]","[0, 0.2022, 0.2111, 0.2334, 0.2376, 0.2398, 0.2488, 0.261, 0.2772, 0.3147, 0.3459, 0.3459, 0.3459, 0.3459, 0.3459, 0.3459, 0.3459, 0.3459]","[0, 0.1728, 0.1872, 0.2245, 0.3356, 0.4142, 0.43, 0.4426, 0.5846, 0.7041, 0.7874, 0.7874, 0.7874, 0.7874, 0.7874, 0.7874, 0.7874, 0.7874]"
