,0,1,2,3
61,"['ensg00000137267', 'ensg00000159840', 'ensg00000061938', 'ensg00000122786', 'ensg00000123989', 'ensg00000135074', 'ensg00000173905', 'ensg00000138829', 'ensg00000213719', 'ensg00000188157']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.07961, 0.1475, 0.1475, 0.1475, 0.1475, 0.1475, 0.1475, 0.1475, 0.1475]","[0, 0.2154, 0.2166, 0.2169, 0.2351, 0.2613, 0.2659, 0.2839, 0.3037, 0.3249, 0.3519, 0.3519, 0.3519, 0.3519, 0.3519, 0.3519, 0.3519, 0.3519]","[0, 0.1875, 0.4604, 0.5297, 0.5443, 0.5696, 0.6398, 0.6836, 0.6672, 0.7023, 0.9497, 0.9497, 0.9497, 0.9497, 0.9497, 0.9497, 0.9497, 0.9497]"
62,"['ensg00000137267', 'ensg00000058262', 'ensg00000075426', 'ensg00000134250', 'ensg00000106631', 'ensg00000213190', 'ensg00000116133', 'ensg00000198830', 'ensg00000155380', 'ensg00000135631']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.01563, 0.01563, 0.01563, 0.01563, 0.01563, 0.01563, 0.01563, 0.01563]","[0, 0.1421, 0.1623, 0.2428, 0.2403, 0.2568, 0.2607, 0.2765, 0.3, 0.3533, 0.3801, 0.3801, 0.3801, 0.3801, 0.3801, 0.3801, 0.3801, 0.3801]","[0, 0.1342, 0.1789, 0.1775, 0.1795, 0.2548, 0.2605, 0.278, 0.2956, 0.3177, 0.3743, 0.3743, 0.3743, 0.3743, 0.3743, 0.3743, 0.3743, 0.3743]"
63,"['ensg00000071127', 'ensg00000164292', 'ensg00000131236', 'ensg00000143799', 'ensg00000154553', 'ensg00000034510', 'ensg00000072682', 'ensg00000106366', 'ensg00000106211', 'ensg00000075426']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.05087, 0.05087, 0.05087, 0.05087, 0.05087, 0.05087, 0.05087, 0.05087]","[0, 0.04534, 0.08593, 0.1793, 0.2527, 0.263, 0.2667, 0.2752, 0.2945, 0.3157, 0.3437, 0.3437, 0.3437, 0.3437, 0.3437, 0.3437, 0.3437, 0.3437]","[0, 0.05691, 0.0614, 0.245, 0.3197, 0.3673, 0.3785, 0.4103, 0.4118, 0.4191, 0.6827, 0.6827, 0.6827, 0.6827, 0.6827, 0.6827, 0.6827, 0.6827]"
64,"['ensg00000143324', 'ensg00000143384', 'ensg00000142669', 'ensg00000152127', 'ensg00000115414', 'ensg00000197965', 'ensg00000196569', 'ensg00000128595', 'ensg00000143198', 'ensg00000112186']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.06663, 0.1421, 0.1421, 0.1421, 0.1421, 0.1421, 0.1421, 0.1421, 0.1421]","[0, 0.04343, 0.1973, 0.195, 0.2098, 0.2464, 0.259, 0.2742, 0.2931, 0.3137, 0.3782, 0.3782, 0.3782, 0.3782, 0.3782, 0.3782, 0.3782, 0.3782]","[0, 0.01794, 0.07978, 0.0914, 0.2053, 0.2424, 0.2673, 0.3225, 0.5685, 0.6848, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68]"
65,"['ensg00000034510', 'ensg00000204525', 'ensg00000138829', 'ensg00000162433', 'ensg00000116133', 'ensg00000122786', 'ensg00000003756', 'ensg00000146112', 'ensg00000164292', 'ensg00000213719']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.01854, 0.1205, 0.1205, 0.1205, 0.1205, 0.1205, 0.1205, 0.1205, 0.1205]","[0, 0.02246, 0.1901, 0.2177, 0.2567, 0.2579, 0.2677, 0.2761, 0.3094, 0.3295, 0.3553, 0.3553, 0.3553, 0.3553, 0.3553, 0.3553, 0.3553, 0.3553]","[0, 0.379, 0.4004, 0.6623, 0.6447, 0.817, 0.8292, 0.8119, 0.8073, 0.787, 0.8057, 0.8057, 0.8057, 0.8057, 0.8057, 0.8057, 0.8057, 0.8057]"
66,"['ensg00000173905', 'ensg00000135074', 'ensg00000083444', 'ensg00000074800', 'ensg00000106631', 'ensg00000034510', 'ensg00000058668', 'ensg00000113504', 'ensg00000151729', 'ensg00000106211']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.04799, 0.1202, 0.1202, 0.1202, 0.1202, 0.1202, 0.1202, 0.1202, 0.1202]","[0, 0.01218, 0.03201, 0.1846, 0.1864, 0.2134, 0.2289, 0.2422, 0.275, 0.3137, 0.3511, 0.3511, 0.3511, 0.3511, 0.3511, 0.3511, 0.3511, 0.3511]","[0, 0.003022, 0.02537, 0.08869, 0.09903, 0.1723, 0.1981, 0.2569, 0.3769, 0.5042, 0.7698, 0.7698, 0.7698, 0.7698, 0.7698, 0.7698, 0.7698, 0.7698]"
67,"['ensg00000115762', 'ensg00000063660', 'ensg00000170876', 'ensg00000142669', 'ensg00000131711', 'ensg00000122786', 'ensg00000130508', 'ensg00000154553', 'ensg00000162734', 'ensg00000145730']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.003148, 0.003148, 0.003148, 0.003148, 0.003148, 0.003148, 0.003148, 0.003148]","[0, 0.1904, 0.2211, 0.2232, 0.2226, 0.2279, 0.2614, 0.2703, 0.3495, 0.3873, 0.4143, 0.4143, 0.4143, 0.4143, 0.4143, 0.4143, 0.4143, 0.4143]","[0, 0.1613, 0.2164, 0.2147, 0.2502, 0.2691, 0.3306, 0.3619, 0.4009, 0.4249, 0.4553, 0.4553, 0.4553, 0.4553, 0.4553, 0.4553, 0.4553, 0.4553]"
68,"['ensg00000142669', 'ensg00000112186', 'ensg00000075426', 'ensg00000117394', 'ensg00000131236', 'ensg00000038382', 'ensg00000113648', 'ensg00000164305', 'ensg00000159840', 'ensg00000117450']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.05595, 0.1376, 0.1376, 0.1376, 0.1376, 0.1376, 0.1376, 0.1376, 0.1376]","[0, 0.07265, 0.07557, 0.2229, 0.257, 0.2594, 0.2643, 0.2932, 0.3201, 0.3376, 0.3654, 0.3654, 0.3654, 0.3654, 0.3654, 0.3654, 0.3654, 0.3654]","[0, 0.07274, 0.1145, 0.1396, 0.2027, 0.2132, 0.244, 0.5682, 0.7802, 0.7687, 0.8123, 0.8123, 0.8123, 0.8123, 0.8123, 0.8123, 0.8123, 0.8123]"
69,"['ensg00000162734', 'ensg00000204525', 'ensg00000112186', 'ensg00000034510', 'ensg00000085998', 'ensg00000116133', 'ensg00000106366', 'ensg00000074800', 'ensg00000113648', 'ensg00000115758']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.03403, 0.03403, 0.03403, 0.03403, 0.03403, 0.03403, 0.03403, 0.03403]","[0, 0.1033, 0.1155, 0.1339, 0.197, 0.2552, 0.2602, 0.2716, 0.2926, 0.3157, 0.3438, 0.3438, 0.3438, 0.3438, 0.3438, 0.3438, 0.3438, 0.3438]","[0, 0.1989, 0.1971, 0.1936, 0.2459, 0.3085, 0.3338, 0.3547, 0.3867, 0.443, 0.4772, 0.4772, 0.4772, 0.4772, 0.4772, 0.4772, 0.4772, 0.4772]"
70,"['ensg00000116260', 'ensg00000117298', 'ensg00000143324', 'ensg00000106066', 'ensg00000135074', 'ensg00000143799', 'ensg00000131236', 'ensg00000132780', 'ensg00000115758', 'ensg00000113657']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.07326, 0.07326, 0.07326, 0.07326, 0.07326, 0.07326, 0.07326, 0.07326]","[0, 0.1904, 0.2073, 0.2033, 0.2216, 0.2256, 0.2325, 0.2496, 0.2816, 0.3095, 0.5378, 0.5378, 0.5378, 0.5378, 0.5378, 0.5378, 0.5378, 0.5378]","[0, 0.1613, 0.1605, 0.197, 0.2117, 0.2212, 0.2284, 0.2514, 0.2956, 0.3713, 0.4195, 0.4195, 0.4195, 0.4195, 0.4195, 0.4195, 0.4195, 0.4195]"
71,"['ensg00000113504', 'ensg00000106211', 'ensg00000058262', 'ensg00000115091', 'ensg00000105971', 'ensg00000117385', 'ensg00000162734', 'ensg00000075624', 'vardur (ms)', 'ensg00000162433']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.06638, 0.06638, 0.06638, 0.06638, 0.06638, 0.06638, 0.06638, 0.06638]","[0, 0.1277, 0.161, 0.2096, 0.2087, 0.2222, 0.2293, 0.244, 0.3184, 0.338, 0.3628, 0.3628, 0.3628, 0.3628, 0.3628, 0.3628, 0.3628, 0.3628]","[0, 0.004009, 0.1479, 0.1682, 0.1816, 0.6219, 0.6056, 0.7013, 0.7194, 0.7952, 0.8017, 0.8017, 0.8017, 0.8017, 0.8017, 0.8017, 0.8017, 0.8017]"
72,"['ensg00000112186', 'ensg00000113648', 'ensg00000163171', 'ensg00000071127', 'ensg00000130508', 'ensg00000143799', 'ensg00000145817', 'ensg00000113657', 'ensg00000135074', 'ensg00000164292']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1094, 0.1094, 0.1094, 0.1094, 0.1094, 0.1094, 0.1094, 0.1094]","[0, 0.1536, 0.1641, 0.2273, 0.2555, 0.2562, 0.2613, 0.2743, 0.2894, 0.3182, 0.346, 0.346, 0.346, 0.346, 0.346, 0.346, 0.346, 0.346]","[0, 0.004169, 0.01754, 0.3948, 0.4249, 0.4448, 0.5826, 0.5821, 0.5704, 0.5704, 0.731, 0.731, 0.731, 0.731, 0.731, 0.731, 0.731, 0.731]"
73,"['ensg00000115414', 'ensg00000138829', 'ensg00000130508', 'ensg00000105835', 'ensg00000155366', 'ensg00000049323', 'ensg00000145730', 'ensg00000196352', 'ensg00000162909', 'ensg00000113742']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.03902, 0.03902, 0.03902, 0.03902, 0.03902, 0.03902, 0.03902, 0.03902]","[0, 0.1129, 0.1161, 0.2134, 0.2124, 0.2244, 0.2419, 0.2678, 0.2835, 0.311, 0.3428, 0.3428, 0.3428, 0.3428, 0.3428, 0.3428, 0.3428, 0.3428]","[0, 0.03065, 0.07085, 0.3215, 0.3142, 0.3661, 0.3739, 0.5678, 0.5572, 0.74, 0.9509, 0.9509, 0.9509, 0.9509, 0.9509, 0.9509, 0.9509, 0.9509]"
74,"['ensg00000061938', 'ensg00000213190', 'ensg00000151729', 'ensg00000058668', 'ensg00000164292', 'ensg00000106366', 'ensg00000049323', 'ensg00000106066', 'ensg00000131016', 'ensg00000131711']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.009163, 0.009163, 0.009163, 0.009163, 0.009163, 0.009163, 0.009163, 0.009163]","[0, 0.1896, 0.2109, 0.2318, 0.2296, 0.2349, 0.2435, 0.2619, 0.3269, 0.3494, 0.3886, 0.3886, 0.3886, 0.3886, 0.3886, 0.3886, 0.3886, 0.3886]","[0, 0.2182, 0.2295, 0.2282, 0.2678, 0.267, 0.3181, 0.3221, 0.3435, 0.373, 0.4157, 0.4157, 0.4157, 0.4157, 0.4157, 0.4157, 0.4157, 0.4157]"
75,"['ensg00000117385', 'ensg00000116133', 'ensg00000132780', 'ensg00000106631', 'ensg00000145817', 'ensg00000075624', 'ensg00000003756', 'ensg00000135631', 'ensg00000071127', 'ensg00000113742']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.03841, 0.03841, 0.03841, 0.03841, 0.03841, 0.03841, 0.03841, 0.03841]","[0, 0.007311, 0.09303, 0.2437, 0.2528, 0.253, 0.2695, 0.2848, 0.3019, 0.3226, 0.3712, 0.3712, 0.3712, 0.3712, 0.3712, 0.3712, 0.3712, 0.3712]","[0, 0.2107, 0.5608, 0.554, 0.5396, 0.5292, 0.6454, 0.8155, 0.8088, 0.8734, 0.8603, 0.8603, 0.8603, 0.8603, 0.8603, 0.8603, 0.8603, 0.8603]"
76,"['ensg00000115414', 'ensg00000196569', 'ensg00000138760', 'ensg00000176087', 'ensg00000072682', 'ensg00000069275', 'ensg00000115762', 'ensg00000155366', 'ensg00000116133', 'ensg00000170876']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1512, 0.1512, 0.1512, 0.1512, 0.1512, 0.1512, 0.1512, 0.1512]","[0, 0.002175, 0.09504, 0.2026, 0.2041, 0.2472, 0.2532, 0.2848, 0.298, 0.3275, 0.357, 0.357, 0.357, 0.357, 0.357, 0.357, 0.357, 0.357]","[0, 0.196, 0.3517, 0.5557, 0.5826, 0.6574, 0.6391, 0.825, 0.8345, 0.8186, 0.9173, 0.9173, 0.9173, 0.9173, 0.9173, 0.9173, 0.9173, 0.9173]"
77,"['ensg00000113504', 'ensg00000131711', 'ensg00000234745', 'ensg00000135074', 'ensg00000117394', 'ensg00000117298', 'ensg00000114480', 'ensg00000196083', 'ensg00000115414', 'ensg00000213190']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.01194, 0.1206, 0.1206, 0.1206, 0.1206, 0.1206, 0.1206, 0.1206, 0.1206]","[0, 0.1676, 0.1864, 0.1985, 0.2131, 0.2198, 0.2358, 0.2533, 0.2788, 0.3168, 0.3486, 0.3486, 0.3486, 0.3486, 0.3486, 0.3486, 0.3486, 0.3486]","[0, 0.1116, 0.2571, 0.2543, 0.2544, 0.2851, 0.3378, 0.3568, 0.3972, 0.4687, 0.9634, 0.9634, 0.9634, 0.9634, 0.9634, 0.9634, 0.9634, 0.9634]"
78,"['ensg00000115758', 'ensg00000143384', 'ensg00000034510', 'ensg00000112715', 'ensg00000130508', 'ensg00000047849', 'ensg00000038382', 'ensg00000151729', 'ensg00000135631', 'ensg00000116260']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.07564, 0.07564, 0.07564, 0.07564, 0.07564, 0.07564, 0.07564, 0.07564]","[0, 0.1948, 0.1894, 0.2117, 0.2213, 0.2436, 0.252, 0.2718, 0.2878, 0.34, 0.3748, 0.3748, 0.3748, 0.3748, 0.3748, 0.3748, 0.3748, 0.3748]","[0, 0.4165, 0.5418, 0.5269, 0.7681, 0.765, 0.745, 0.7258, 0.7093, 0.7878, 0.7771, 0.7771, 0.7771, 0.7771, 0.7771, 0.7771, 0.7771, 0.7771]"
79,"['ensg00000176087', 'ensg00000162909', 'ensg00000188157', 'ensg00000117394', 'ensg00000072682', 'ensg00000187678', 'ensg00000113742', 'ensg00000134250', 'ensg00000164305', 'ensg00000106366']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.01904, 0.09662, 0.09662, 0.09662, 0.09662, 0.09662, 0.09662, 0.09662, 0.09662]","[0, 0.06201, 0.1378, 0.1442, 0.1896, 0.2638, 0.2676, 0.2763, 0.2904, 0.312, 0.3422, 0.3422, 0.3422, 0.3422, 0.3422, 0.3422, 0.3422, 0.3422]","[0, 0.01465, 0.02975, 0.04915, 0.1546, 0.3029, 0.4206, 0.4859, 0.4813, 0.5477, 0.557, 0.557, 0.557, 0.557, 0.557, 0.557, 0.557, 0.557]"
80,"['ensg00000213626', 'ensg00000159840', 'ensg00000143149', 'ensg00000143799', 'ensg00000003756', 'ensg00000034510', 'ensg00000164305', 'ensg00000143549', 'ensg00000177606', 'ensg00000170876']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.06654, 0.06654, 0.06654, 0.06654, 0.06654, 0.06654, 0.06654, 0.06654]","[0, 0.03447, 0.04575, 0.08855, 0.1969, 0.2425, 0.2983, 0.3039, 0.324, 0.3701, 0.3906, 0.3906, 0.3906, 0.3906, 0.3906, 0.3906, 0.3906, 0.3906]","[0, 0.104, 0.1611, 0.2718, 0.2676, 0.2738, 0.3246, 0.5342, 0.5322, 0.6543, 0.746, 0.746, 0.746, 0.746, 0.746, 0.746, 0.746, 0.746]"
81,"['ensg00000198830', 'ensg00000105835', 'ensg00000155380', 'ensg00000049323', 'ensg00000124831', 'ensg00000120708', 'ensg00000114850', 'ensg00000145817', 'ensg00000122786', 'ensg00000143549']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.05885, 0.1377, 0.1377, 0.1377, 0.1377, 0.1377, 0.1377, 0.1377, 0.1377]","[0, 0.002153, 0.008505, 0.2484, 0.2477, 0.2582, 0.2621, 0.2867, 0.2999, 0.3216, 0.3488, 0.3488, 0.3488, 0.3488, 0.3488, 0.3488, 0.3488, 0.3488]","[0, 0.04662, 0.2778, 0.5374, 0.5259, 0.512, 0.5579, 0.7845, 0.7711, 0.8652, 0.88, 0.88, 0.88, 0.88, 0.88, 0.88, 0.88, 0.88]"
82,"['ensg00000114850', 'ensg00000105835', 'ensg00000123989', 'ensg00000128591', 'ensg00000159840', 'ensg00000083444', 'ensg00000113742', 'ensg00000112186', 'ensg00000132780', 'ensg00000074800']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.07337, 0.1554, 0.1554, 0.1554, 0.1554, 0.1554, 0.1554, 0.1554, 0.1554]","[0, 0.1238, 0.2034, 0.2123, 0.2738, 0.2854, 0.2886, 0.2953, 0.308, 0.3276, 0.3539, 0.3539, 0.3539, 0.3539, 0.3539, 0.3539, 0.3539, 0.3539]","[0, 0.01516, 0.0678, 0.07743, 0.3905, 0.3846, 0.3805, 0.5034, 0.6987, 0.874, 0.8655, 0.8655, 0.8655, 0.8655, 0.8655, 0.8655, 0.8655, 0.8655]"
83,"['ensg00000143198', 'ensg00000058668', 'ensg00000145817', 'ensg00000143149', 'ensg00000169756', 'ensg00000047849', 'ensg00000112186', 'ensg00000055208', 'ensg00000170876', 'ensg00000116260']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.02655, 0.02655, 0.02655, 0.02655, 0.02655, 0.02655, 0.02655, 0.02655]","[0, 0.02238, 0.2062, 0.2066, 0.2059, 0.215, 0.235, 0.2563, 0.2751, 0.2988, 0.3292, 0.3292, 0.3292, 0.3292, 0.3292, 0.3292, 0.3292, 0.3292]","[0, 0.01696, 0.1683, 0.2518, 0.3046, 0.3047, 0.3061, 0.3194, 0.3351, 0.3504, 0.3967, 0.3967, 0.3967, 0.3967, 0.3967, 0.3967, 0.3967, 0.3967]"
84,"['ensg00000123989', 'ensg00000105971', 'ensg00000213626', 'ensg00000234745', 'ensg00000159840', 'ensg00000072682', 'ensg00000143324', 'ensg00000145730', 'ensg00000133657', 'ensg00000138760']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.005666, 0.0854, 0.0854, 0.0854, 0.0854, 0.0854, 0.0854, 0.0854, 0.0854]","[0, 0.01218, 0.2079, 0.2139, 0.2185, 0.2309, 0.2402, 0.2684, 0.2925, 0.3131, 0.3612, 0.3612, 0.3612, 0.3612, 0.3612, 0.3612, 0.3612, 0.3612]","[0, 0.003022, 0.1734, 0.4331, 0.4235, 0.4131, 0.4142, 0.5774, 0.6242, 0.6289, 0.6286, 0.6286, 0.6286, 0.6286, 0.6286, 0.6286, 0.6286, 0.6286]"
85,"['ensg00000075624', 'ensg00000113504', 'ensg00000197965', 'ensg00000213190', 'ensg00000143384', 'ensg00000138760', 'ensg00000003756', 'ensg00000113657', 'ensg00000128591', 'ensg00000138829']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.03841, 0.1147, 0.1147, 0.1147, 0.1147, 0.1147, 0.1147, 0.1147, 0.1147]","[0, 0.2003, 0.1992, 0.2044, 0.2367, 0.2517, 0.2562, 0.2657, 0.3034, 0.3229, 0.3624, 0.3624, 0.3624, 0.3624, 0.3624, 0.3624, 0.3624, 0.3624]","[0, 0.07836, 0.08072, 0.08455, 0.09452, 0.1069, 0.2359, 0.3892, 0.5556, 0.7764, 0.8612, 0.8612, 0.8612, 0.8612, 0.8612, 0.8612, 0.8612, 0.8612]"
86,"['ensg00000113742', 'ensg00000137267', 'ensg00000071127', 'ensg00000143198', 'ensg00000173905', 'ensg00000196352', 'ensg00000034510', 'ensg00000061938', 'ensg00000197965', 'ensg00000164442']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.02446, 0.1166, 0.1166, 0.1166, 0.1166, 0.1166, 0.1166, 0.1166, 0.1166]","[0, 0.2061, 0.2198, 0.2212, 0.2235, 0.2258, 0.2474, 0.2655, 0.2955, 0.3272, 0.3614, 0.3614, 0.3614, 0.3614, 0.3614, 0.3614, 0.3614, 0.3614]","[0, 0.1684, 0.1811, 0.2594, 0.2702, 0.559, 0.587, 0.7503, 0.7479, 0.74, 0.8922, 0.8922, 0.8922, 0.8922, 0.8922, 0.8922, 0.8922, 0.8922]"
87,"['ensg00000055208', 'ensg00000074800', 'ensg00000112715', 'ensg00000135631', 'ensg00000162433', 'ensg00000061938', 'ensg00000196083', 'ensg00000117385', 'ensg00000114850', 'ensg00000115762']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.06708, 0.1455, 0.1455, 0.1455, 0.1455, 0.1455, 0.1455, 0.1455, 0.1455]","[0, 0.1383, 0.1685, 0.1892, 0.2227, 0.2705, 0.2737, 0.2834, 0.2978, 0.3399, 0.3642, 0.3642, 0.3642, 0.3642, 0.3642, 0.3642, 0.3642, 0.3642]","[0, 0.007126, 0.2479, 0.5665, 0.6556, 0.7558, 0.7809, 0.8975, 0.8803, 0.8805, 0.8691, 0.8691, 0.8691, 0.8691, 0.8691, 0.8691, 0.8691, 0.8691]"
88,"['ensg00000085998', 'ensg00000155366', 'ensg00000155380', 'ensg00000196083', 'ensg00000092820', 'ensg00000094975', 'ensg00000047849', 'ensg00000143324', 'ensg00000176087', 'ensg00000130508']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.01785, 0.1507, 0.1507, 0.1507, 0.1507, 0.1507, 0.1507, 0.1507, 0.1507]","[0, 0.1994, 0.2205, 0.2196, 0.2315, 0.2359, 0.2467, 0.2625, 0.2785, 0.3036, 0.3547, 0.3547, 0.3547, 0.3547, 0.3547, 0.3547, 0.3547, 0.3547]","[0, 0.2051, 0.2102, 0.407, 0.3975, 0.4703, 0.4606, 0.453, 0.7444, 0.8348, 0.8985, 0.8985, 0.8985, 0.8985, 0.8985, 0.8985, 0.8985, 0.8985]"
89,"['ensg00000131236', 'ensg00000083444', 'ensg00000137267', 'ensg00000115762', 'ensg00000106631', 'ensg00000069275', 'ensg00000197965', 'ensg00000187678', 'ensg00000143198', 'ensg00000164305']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.05954, 0.05954, 0.05954, 0.05954, 0.05954, 0.05954, 0.05954, 0.05954]","[0, 0.06259, 0.1669, 0.2187, 0.226, 0.243, 0.2537, 0.2859, 0.3004, 0.335, 0.3757, 0.3757, 0.3757, 0.3757, 0.3757, 0.3757, 0.3757, 0.3757]","[0, 0.02136, 0.1356, 0.2468, 0.2444, 0.2546, 0.3157, 0.3241, 0.3392, 0.6134, 0.7453, 0.7453, 0.7453, 0.7453, 0.7453, 0.7453, 0.7453, 0.7453]"
90,"['ensg00000112186', 'ensg00000083444', 'ensg00000155380', 'ensg00000122786', 'ensg00000138760', 'ensg00000038382', 'ensg00000151414', 'ensg00000137177', 'ensg00000105971', 'ensg00000134250']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1294, 0.1294, 0.1294, 0.1294, 0.1294, 0.1294, 0.1294, 0.1294]","[0, 0.1383, 0.2123, 0.2086, 0.229, 0.2328, 0.2659, 0.2768, 0.2926, 0.3146, 0.3479, 0.3479, 0.3479, 0.3479, 0.3479, 0.3479, 0.3479, 0.3479]","[0, 0.007126, 0.172, 0.2097, 0.4537, 0.4452, 0.8479, 0.852, 0.8387, 0.8255, 0.8319, 0.8319, 0.8319, 0.8319, 0.8319, 0.8319, 0.8319, 0.8319]"
91,"['ensg00000204525', 'ensg00000196352', 'ensg00000176087', 'ensg00000112715', 'ensg00000162433', 'ensg00000105974', 'ensg00000063660', 'ensg00000092820', 'ensg00000115758', 'ensg00000058262']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.01205, 0.09018, 0.09018, 0.09018, 0.09018, 0.09018, 0.09018, 0.09018, 0.09018]","[0, 0.1507, 0.2214, 0.2234, 0.2413, 0.2432, 0.2612, 0.275, 0.2927, 0.3314, 0.3597, 0.3597, 0.3597, 0.3597, 0.3597, 0.3597, 0.3597, 0.3597]","[0, 0.08043, 0.229, 0.5344, 0.5695, 0.7102, 0.7309, 0.7116, 0.6988, 0.7011, 0.735, 0.735, 0.735, 0.735, 0.735, 0.735, 0.735, 0.735]"
92,"['ensg00000049323', 'ensg00000143324', 'ensg00000114480', 'ensg00000106366', 'ensg00000213719', 'ensg00000120708', 'ensg00000122786', 'ensg00000058262', 'ensg00000105835', 'ensg00000074800']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.07381, 0.142, 0.142, 0.142, 0.142, 0.142, 0.142, 0.142, 0.142]","[0, 0.07831, 0.1286, 0.1854, 0.2259, 0.2318, 0.2384, 0.2614, 0.307, 0.353, 0.3767, 0.3767, 0.3767, 0.3767, 0.3767, 0.3767, 0.3767, 0.3767]","[0, 0.02448, 0.1187, 0.2772, 0.5003, 0.6204, 0.6725, 0.6867, 0.7712, 0.808, 0.879, 0.879, 0.879, 0.879, 0.879, 0.879, 0.879, 0.879]"
